Item ID;Part Number;NSN;Nama Barang;PN Lama;Nama Lama;Gudang;Rak;Jumlah;Satuan;Harga Satuan;Komoditi;Komponen;Transaksi Terakhir;Lanud/Depo;Status;Keterangan
TR-000037361;702A30-0605-20;4730-14-265-1191;ADAPTER,STRAIGHT,TU;702A30-0605-20;RACORD;TB SATHAR 16;01A05C15B;1;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000037362;702A30-0705-20;4730-14-263-8906;ADAPTER,STRAIGHT,TU;702A30-0705-20;NIPPLE;TB SATHAR 16;01A05D16D;5;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000037363;702A30-0914-21;4730-14-301-1274;ADAPTER,STRAIGHT,TU;702A30-0914-21;ARM;TB SATHAR 16;01A05C08B;1;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000037364;84421-08;4730-14-537-0775;ADAPTER,STRAIGHT,TU;84421-08;UNION;TB SATHAR 16;01A07C04B;14;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000037365;SS4015-4S13S;4730-00-568-7438;ADAPTER,STRAIGHT,PIPE TO TUBE;SS4015-4S13S;RESTRICTOR;GPD 10 GD 02;02B003B01;4;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037366;AN840-10;4730-00-287-1877;ADAPTER,STRAIGHT,PIPE TO HOSE;AN840-10;ADAPTER;GPD 10 GD 02;02A025A01;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037367;AN816-3D;4730-00-187-0085;ADAPTER,STRAIGHT,PIPE TO BOSS;AN816-3D;NAPLE;GPD 10 GD 02;02A007J01;16;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037368;AN816-6-2D;4730-00-240-5904;ADAPTER,STRAIGHT,PIPE TO BOSS;AN816-6-2D;ADAPTER,STRAIGHT,PIPE TO BOSS;TB SATHAR 15;01A01K312;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037369;B-600-1-8;4730-01-060-6058;ADAPTER,STRAIGHT,PI;B-600-1-8;FITTING;GPD 10 GD 02;02A005G44;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037370;654584;4730-00-157-8240;ADAPTER,STRAIGHT,PI;654584;SCREWGEARCRANKSHAFT;TB SATHAR 13;0106HYD05;16;EA;;C-212;N;;DEPO 10;ACTIVE;
TR-000037371;371380-1;4730-00-620-9096;ADAPTER,STRAIGHT,FLANGE TO BOSS;371380-1;FITTING HYD SUCTION;TB SATHAR 15;01A05E102;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037372;374959-1;1560-00-670-6819;ADAPTER,SIDEWALL LI;374959-1;BUSHING;TB SATHAR 15;01A03J103;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037374;ALA-AS3-00;5935-00-631-3752;ADAPTER,ELEVATOR TR;ALA-AS3-00;ADAPTER;TB SATHAR 15;01A07F302;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037375;1776956C;6615-00-707-6480;ADAPTER,ELEVATOR TR;1776956C;ADAPTOR CONT TEMP;TB SATHAR 15;02B03A103;1;EA;;C-130;Y;07/05/2018 14.45;DEPO 10;ACTIVE;
TR-000037376;351315;1730-00-697-0713;ADAPTER,ELEVATOR TR;351315;ADAPTER;TB SATHAR 15;02A10D203;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037377;511589;4730-00-142-1899;ADAPTER,ELEVATOR TR;511589;ADAPTER BLEEDER;TB SATHAR 13;0102HYB04;59;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037377;511589;4730-00-142-1899;ADAPTER,ELEVATOR TR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000037378;131164;2810-00-306-5868;ADAPTER,DRAIN PLUG;131164;ADAFTER;GPD 10 GD 02;02A007G13;10;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037379;2504061;5895-01-407-7071;ADAPTER,DOPPLER DATA;2504061;BRUSH;TB SATHAR 13;02006B104;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037380;1-333-1;5935-00-553-2602;ADAPTER,CONNECTOR;1-333-1;CONNECTOR;GPD 10 GD 02;02A007G04;6;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037384;UG-212C/U;5935-00-201-8151;ADAPTER,CONNECTOR;UG-212C/U;ADAPTOR;TB SATHAR 15;01A01G208;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037385;7329137-01;1630-00-618-3449;ADAPTER,BRAKE SEAL;7329137-01;ADAFTER SEAL;TB SATHAR 13;0102HYB06;119;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037385;7329137-01;1630-00-618-3449;ADAPTER,BRAKE SEAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000037387;330A52-0304-21;1560-14-302-5503;ADAPT EJECT RESERVO;330A52-0304-21;ADAPTOR;TB SATHAR 16;01A05I10D;4;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000037389;389055-2;1620-00-566-1609;ACTUATOR,SNUBBER VA;389055-2;ACT CONTROLABLE MLG R/H;TB SATHAR 15;01A07D402;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037390;389055-1;1620-00-019-8755;ACTUATOR,SNUBBER VA;389055-1;ACT CONTROLABLE MLG;TB SATHAR 15;01A06B202;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037394;188CP;1680-00-568-5164;ACTUATOR,ELECTRO-ME;188CP;ACTUATOR,ELECTRO-ME;GPD 10 GD 02;02A021B04;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037395;A-555-1A;1680-00-822-0170;ACTUATOR,ELECTRO-ME;A-555-1A;ACUTUATOR LINEAR;TB SATHAR 15;02B01A302;1;EA;;C-130;Y;07/05/2018 14.45;DEPO 10;ACTIVE;
TR-000037398;RYLC51047;1680-01-221-8261;ACTUATOR,ELECTRO-ME;RYLC51047;ACTUATOR ELECTRO;TB SATHAR 15;02B03F102;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000037400;8067-3A;1680-01-131-0901;ACTUATOR,ELECTRO-ME;8067-3A;JACK SCREW;TB SATHAR 15;02A10A102;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000037401;51-0061;4130-01-217-4247;ACCUMULATOR,REFRIGERANT;51006-1;MODEMENT;GPD 10 GD 02;02A031B02;5;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037401;51-0061;4130-01-217-4247;ACCUMULATOR,REFRIGERANT;51006-1;MOVEMENTASSY;TB SATHAR 13;02011A046;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000037402;1356-552094;1650-00-516-6914;ACCUMULATOR,HYDRAULIC;1356-552094;ACCUMULATOR;TB SATHAR 15;02A12A203;1;EA;;C-130;Y;07/05/2018 14.45;DEPO 10;ACTIVE;
TR-000037403;08-8424-001;1650-01-151-0619;ACCUMULATOR,HYDRAULIC;08-8424-001;ACCUMULATOR;TB SATHAR 15;02A08C303;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000037404;MS28700-2;1650-00-640-8491;ACCUMULATOR,HYDRAUL;MS28700-2;ACCUMULATOR,HYDRAUL;TB SATHAR 15;02A10B301;3;EA;;C-130;Y;07/05/2018 14.45;DEPO 10;ACTIVE;
TR-000037404;MS28700-2;1650-00-640-8491;ACCUMULATOR,HYDRAUL;MS28700-2;ACCUMULATOR;GPD 10 GD 02;02A039C03;2;EA;;C 130;Y;12/06/2018 11.19;DEPO 10;ACTIVE;
TR-000037405;549460-1;1650-00-788-1287;ACCUMULATOR,HYDRAUL;549460-1;ACCUMULATOR;TB SATHAR 15;02A12A201;5;EA;;C-130;Y;07/05/2018 14.45;DEPO 10;ACTIVE;
TR-000037409;597795;2915-00-942-8381;STOP AND PIN,VALVE,;597795;STOP AN D PIN;GPD 10 GD 02;02A009D01;18;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000037572;RG-214/U;6210-00-538-8770;CABLE,RADIO FREQUEN;RG-214/U;CABLE,RADIO FREQUEN;TB SATHAR 15;01A08D402;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000038067;184-9087-430;5910-00-495-0042;CAPACITOR,FIXED,ELE;184-9087-430;CAPACITOR;TB SATHAR 13;02003C146;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000038067;184-9087-430;5910-00-495-0042;CAPACITOR,FIXED,ELE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000038532;2,22E+11;5910-17-029-7450;CAPACITOR,FIXED,MIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000038597;19212-23;5910-00-702-5688;CAPACITOR,FIXED,PLA;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000038597;19212-23;5910-00-702-5688;CAPACITOR,FIXED,PLA;19212-23;CAPACITOR;TB SATHAR 13;02003C225;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039307;357-7902-030;5935-01-339-5853;CONNECTOR,RECEPTACL;357-7902-030;CONNECTOR;TB SATHAR 15;01A01D409;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039836;207419;5325-00-628-0746;GROMMET;207419;GROMMET;TB SATHAR 15;01A02D304;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039892;351-7689-010;5962-99-118-5455;INTEGRATED CIRCUIT;351-7689-010;IC;TB SATHAR 13;02010C069;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039892;351-7689-010;5962-99-118-5455;INTEGRATED CIRCUIT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000039968;MS35478-307R;6240-00-155-7837;LAMP,INCANDESCENT;MS35478-307R;LAMP;TB SATHAR 15;01A04D201;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039977;MS-25237-327;6240-00-155-7836;LAMP,INCANDESCENT;MS25237-327;LAMP;TB SATHAR 16;01C25A01;19;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000039977;MS-25237-327;6240-00-155-7836;LAMP,INCANDESCENT;MS25237-327;LAMP;TB SATHAR 13;02013M071;68;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000039983;MS25083-7BB4;6150-01-034-6492;LEAD,ELECTRICAL;MS25083-7BB4;JUMPER CIRCUIT SYSTEM;TB SATHAR 16;01A07D18B;0;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000040043;482-5142-010;6695-01-042-2535;METER MOVEMENT;482-5142-010;METERMOVEMENT;TB SATHAR 13;02013M098;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000040733;LM741H;5962-00-139-2824;MICROCIRCUIT,LINEAR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000040895;LM101AH;5962-00-007-2735;MICROCIRCUIT,LINEAR;LM101AH;INTEGRATEDCIRCUIT;TB SATHAR 13;02010C089;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000040901;MC1558G;5962-00-145-9823;MICROCIRCUIT,LINEAR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000040901;MC1558G;5962-00-145-9823;MICROCIRCUIT,LINEAR;MC1558G;I.C;GPD 10 GD 01;01A029A02;3;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000041166;230-0303-000;6105-00-849-5458;MOTOR,DIRECT CURREN;230-0303-000;MOTORDC;TB SATHAR 13;02013M078;17;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000041338;M1310;3020-00-888-3191;PINION,HAND STAFF;M-1310;PINION HANDSTAFF;GPD 10 GD 01;01A029A02;0;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000041338;M1310;3020-00-888-3191;PINION,HAND STAFF;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000041923;A8508;5905-00-135-3972;RESISTOR,FIXED,COMP;A8508;VALVE;TB SATHAR 11;01A14A009;8;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000043585;2N2222;5961-00-058-6296;SEMICONDUCTOR DEVIC;2N2222;TRANSISTOR;GPD 10 GD 05;05A021A03;0;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000043619;1N758A;5961-00-068-2008;SEMICONDUCTOR DEVIC;IN758A;DIODE;GPD 10 GD 01;01A029A02;3;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000043812;353-3176-000;5961-00-752-6163;SEMICONDUCTOR DEVIC;353-3176-000;DIODE;TB SATHAR 13;02003B033;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000043812;353-3176-000;5961-00-752-6163;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000043912;1N-4007;5961-00-018-9785;SEMICONDUCTOR DEVIC;IN4007;DIODE;TB SATHAR 13;02006B102;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044183;353-6496-020;5961-00-404-9136;SEMICONDUCTOR DEVICE,DIODE;353-6496-020;SEMICDIVICE;TB SATHAR 13;02005B021;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044183;353-6496-020;5961-00-404-9136;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000044185;IN4001;5961-00-278-9620;SEMICONDUCTOR DEVIC;IN 4001;DIODE;TB SATHAR 13;02003B058;15;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044185;IN4001;5961-00-278-9620;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000044413;PS31-2;5360-12-356-3263;SPRING,HELICAL,COMP;PS-3-12;SPRING;GPD 10 GD 02;02A005C42;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000044413;PS31-2;5360-12-356-3263;SPRING,HELICAL,COMP;PS3-1-2;SPRING;TB SATHAR 16;01A09H12D;0;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000044427;PF31-2-38;5325-00-721-6936;STUD,TURNLOCK FASTE;PF3-1-2-38;LOOK/STUD;TB SATHAR 16;01A09H02A;0;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000044665;695868-1;5950-00-816-1560;TRANSFORMER,POWER;695868-1;HYD SELENOID VALVE;TB SATHAR 15;02B02E202;2;EA;;C-130;Y;07/12/2018 12.21;DEPO 10;ACTIVE;
TR-000044780;2N2222A;5961-00-226-6765;TRANSISTOR;2N2222A;TRANSISTOR;TB SATHAR 13;02003B109;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044994;2N1613;5961-00-813-9360;TRANSISTOR;2N1613;TRANSISTOR;TB SATHAR 13;02003B105;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044999;2N4029;5961-00-118-1212;TRANSISTOR;2N4029;TRANSISTOR;TB SATHAR 13;02003B122;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000044999;2N4029;5961-00-118-1212;TRANSISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000045038;2N718A;5961-00-811-5965;TRANSISTOR;2N718A;TRANSISTOR;TB SATHAR 13;02003B104;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000045900;WASHER;5310-00-018-0156;WASHER,LOCK;;;TB SATHAR 11;2 G4;0;EA;;C-212;N;;DEPO 10;ACTIVE;
TR-000045915;310-0279-000;5310-01-513-5593;WASHER,LOCK;310-0279-000;WASHER;TB SATHAR 11;01A08E007;48;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000045986;107066-01;3110-00-293-8567;BEARING,BALL,ANNULAR;107066-01;BEARING;TB SATHAR 13;02010B067;30;EA;;C-130;N;;DEPO 10;ACTIVE;STOP MOVING ITEM
TR-000046043;NAS1104-6;5306-01-470-6490;BOLT,SHEAR;NAS1104-6;BOLT;TB SATHAR 15;01A01B306;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046076;AN742D16;5340-00-186-3416;CLAMP,LOOP;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000046113;PLC7041-72;3010-00-125-4881;GEAR ASSEMBLY,SPEED DECREASER;PLC704172;GEAR ASSY SPEED;TB SATHAR 13;0104HYF06;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046113;PLC7041-72;3010-00-125-4881;GEAR ASSEMBLY,SPEED DECREASER;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000046213;6786483;3040-00-652-6999;WEIGHT,COUNTERBALANCE;;;TB SATHAR 15;;0;EA;9888500;;N;;DEPO 10;ACTIVE;
TR-000046224;880T100;1680-00-073-8204;ACTUATOR,ELECTRO-ME;880T100;ACT. LINIER;TB SATHAR 15;02A02D105;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000046291;MS19060-4808;3110-00-183-9175;BALL,BEARING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000046330;C7041-97;3110-00-135-9570;BEARING,BALL,ANNULA;C7041-97;"BERAING BALL; ANULAR";TB SATHAR 13;01 PALET;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046338;117088;3110-00-445-2597;BEARING,BALL,ANNULAR;117088/117088WD;BEARING;TB SATHAR 13;01 KARDUS;16;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046413;C7041-100;3110-00-126-4971;BEARING,ROLLER,THRU;C 7041-100/ B/P100583;BEARING BALL, ANNULAR;TB SATHAR 13;01 KARDUS;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046615;AN107414;5306-00-637-9642;BOLT,MACHINE;AN 107414;BOLT;TB SATHAR 15;01A03K312;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046663;AN8-36A;5306-00-208-3649;BOLT,MACHINE;AN8-36A;BOLT,MACHINE;TB SATHAR 15;01A PALLET 01;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046828;6812909;5340-00-614-0993;BRACKET,MOUNTING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000046843;10-382585;2925-01-464-3093;BREAKER ASSEMBLY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000046843;10-382585;2925-01-464-3093;BREAKER ASSEMBLY;10-382585;CONTACTASSYRH;TB SATHAR 13;02013A021;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000046871;1506369-101;1560-00-531-9834;BUSHING ASSY,SUPPOR;1506369-101;BUSHING;TB SATHAR 15;01A PALLET 01;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047037;6871447;2840-00-429-5196;CASE AND NOZZLE ASSEMBLY,TURBINE,AIRCRAFT GAS TURBINE ENGINE;;;GPD 10;;0;EA;1432500000;;Y;;DEPO 10;ACTIVE;
TR-000047173;HL87-6;5320-00-935-9052;COLLAR,PIN-RIVET;HL87-6;HILOCK PIN;TB SATHAR 15;01A02E315;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047241;MS3100R28-21P;5935-01-061-1491;CONNECTOR,RECEPTACL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047244;MS3102A12S3P;5935-15-116-0877;CONNECTOR,RECEPTACLE,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;TOBEDELETE
TR-000047247;14966-10;5999-00-779-6755;CONTACT ASSEMBLY,EL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047259;622-6324-002;5821-01-215-3451;CONTROL UNIT,SWITCH;622-6324-002;RADIO SET CONTROL;GPD 10 GD 01;01A027D02;0;EA;;CN 235;Y;12/06/2018 11.18;DEPO 10;ACTIVE;
TR-000047361;96336-1;1660-00-701-0949;DIAPHRAGM ASSY,PRES;96336-1;DIAPHRAGM;TB SATHAR 13;02013M079;9;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047363;96216-1;1660-00-701-7739;DIAPHRAGM ASSY,VALV;96216-1;DIAPHRAGM;TB SATHAR 13;02013M037;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047364;3161499-1;4810-01-028-2041;DIAPHRAGM,ACTUATOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047380;13F32;6105-00-757-3613;DISK ASSY,BRAKE;13F32;DISC BRAKE;TB SATHAR 13;02 KARDUS;4;EA;;C-130;N;;DEPO 10;ACTIVE;STOP MOVING ITEM
TR-000047463;1532370-2;6115-01-263-6682;END BELL,ELECTRICAL ROTATING EQUIPMENT;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000047507;AC9985F-30;2915-01-143-9982;FILTER ELEMENT,SPEC;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047557;413002 / 413003 / MDM2A;5920-00-221-4522;FUSE,CARTRIDGE;41300-2;FUSE;TB SATHAR 15;01A01F408;12;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047620;B7321;5330-00-694-1486;GASKET;B-7321;GASKET;TB SATHAR 13;01 PALET;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047643;14991-1;5330-00-911-1836;GASKET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047754;6829396;3020-00-884-7360;GEAR,SPUR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047770;6824044;3020-00-735-9659;GEAR,SPUR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047794;10-60714-6;5325-00-522-4876;GROMMET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000047906;111515-24D0214;4720-01-024-2452;HOSE ASSEMBLY,NONMETALLIC;111515-24D0214;HOSE ASSY;TB SATHAR 15;01A04A402;11;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000047929;156005-4S0101;4720-00-618-2847;HOSE ASSEMBLY,NONMETALLIC;156005-4S0101;HOSE ASSY;GPD 10 GD 01;01A004D01;0;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000047929;156005-4S0101;4720-00-618-2847;HOSE ASSEMBLY,NONMETALLIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048026;8DJ81CAN2;6620-00-543-2534;INDICATOR,ELECTRICA;8DJ81CAN2;RPM INDICATOR;TB SATHAR 15;02B01F302;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000048042;10-060712-003;5935-00-302-6289;INSERT,ELECTRICAL CONNECTOR;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000048158;D7324-1;6220-00-348-9051;LENS,LIGHT;D-7324-1;GREMIS / GRIMES;GPD 10 GD 01;01A004D03;0;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000048327;AN924-100;5310-00-282-7834;NUT,PLAIN,HEXAGON;AN924-100;NUT;TB SATHAR 16;01B02G03A;0;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000048338;AN121503;5310-00-268-6042;NUT,PLAIN,HEXAGON;AN 121503;NUT;GPD 10 GD 02;02A003I10;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000048354;6825540-21;5310-01-010-5003;NUT,PLAIN,ROUND;;;TB SATHAR 15;;0;EA;5903000;;N;;DEPO 10;ACTIVE;
TR-000048372;AN320-D8;5310-00-176-8103;NUT,PLAIN,SLOTTED,HEXAGON;AN 320 D8;NUT SCOT JEX;GPD 10 GD 02;02A003C40;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000048477;H55LH4367-02;5310-00-298-2326;NUT,SELF-LOCKING,SI;H55LH4367-02;NUT;TB SATHAR 15;01A03K201;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000048548;S8990-113;5331-00-855-0531;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048615;S8990-564;5331-00-845-9552;O-RING;S8990-564;PACKING;TB SATHAR 13;01 KARDUS;32;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000048618;MS29513-112;5331-00-733-2208;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048620;740313-1;5331-00-077-7905;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048627;S8990-022;5331-00-845-9589;O-RING;S8990-022;PACKING;TB SATHAR 13;01 KARDUS;32;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000048628;S8990-027;5331-01-008-3144;O-RING;S8990-027;PACKING;TB SATHAR 13;01 KARDUS;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000048677;AN6290-20;5331-00-816-3546;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048686;AN6227-37;5315-01-041-2190;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048860;MS28775-019;5330-01-240-9452;PACKING,PREFORMED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048938;64752;2915-00-672-4161;PARTS KIT,FUEL FILT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000048964;SP90C8;5315-00-452-6635;PIN SPLIT;;;TB SATHAR 11;TRANSIT;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000048967;AN380-2-3;5315-00-010-3362;PIN,COTTER;AN 380-2-3;PIN COTTER;GPD 10 GD 02;02A017B01;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000048972;MS24665-233;5315-00-239-8025;PIN,COTTER;MS24665-233;PIN COTTER;TB SATHAR 13;0102PRC05;100;EA;;CN-235;N;;DEPO 10;ACTIVE;
TR-000048999;SP90C4;5315-00-815-1405;PIN,COTTER;SP90-C4;PIN, SPLIT;GPD 10 GD 01;01A004C02;0;EA;;KT 1B;N;;DEPO 10;ACTIVE;
TR-000049086;HL18PB-8-10;5320-00-959-7245;PIN-RIVET;HL18PB8-10;HILOCK PIN;TB SATHAR 15;01A05B104;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000049094;HL19PB6-11;5320-00-969-4523;PIN-RIVET;HL 19PB6-11;HILOCK PIN;TB SATHAR 15;01A06A101;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000049095;HL19PB8-10;5320-00-959-7258;PIN-RIVET;HL19PB-8-10;PIN-RIVET;TB SATHAR 15;01A06A101;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000049095;HL19PB8-10;5320-00-959-7258;PIN-RIVET;HL19PB-8-10;PIN RIVET;GPD 10 GD 01;01A010C04;0;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000049097;HL18PB6-10;5320-00-911-9428;HILOCK PIN;HL18PB6-10;HILOCK PIN;TB SATHAR 15;01A02E114;1038;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000049103;HL18PB5-9;5320-00-959-0347;PIN-RIVET;HL18PB5-9;HILOCK;GPD 10 GD 02;02A001D07;1200;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
